,Temp-PCB (C)_value,Temp-device (C)_value,Temp-vccint (C)_value,Temp-cage_temp_0 (C)_value,Temp-cage_temp_1 (C)_value,3v3_pex (V)_value,3v3_aux (V)_value,Power (Watts)_value,12v_pex (V)_value,12v_pex (A)_value,12v_aux_0 (V)_value,12v_aux_0 (A)_value,12v_aux_1 (V)_value,12v_aux_1 (A)_value,vccint (V)_value,vccint (A)_value
0,25,54,41,0,0,3.273,3.311,45,12.000,12.000,12.089,12.089,12.138,12.138,0.798,0.798
1,25,54,41,0,0,3.273,3.313,41,12.014,12.014,12.075,12.075,12.117,12.117,0.799,0.799
2,25,54,41,0,0,3.273,3.313,41,12.014,12.014,12.075,12.075,12.117,12.117,0.799,0.799
3,25,54,41,0,0,3.276,3.311,44,11.995,11.995,12.085,12.085,12.135,12.135,0.799,0.799
4,25,54,41,0,0,3.271,3.312,43,12.006,12.006,12.087,12.087,12.140,12.140,0.799,0.799
5,25,54,41,0,0,3.269,3.311,43,11.998,11.998,12.089,12.089,12.134,12.134,0.800,0.800
6,25,54,41,0,0,3.269,3.311,41,11.998,11.998,12.089,12.089,12.134,12.134,0.800,0.800
7,25,54,41,0,0,3.275,3.311,48,11.996,11.996,12.092,12.092,12.130,12.130,0.799,0.799
8,25,54,41,0,0,3.275,3.312,44,11.996,11.996,12.081,12.081,12.134,12.134,0.799,0.799
9,25,54,41,0,0,3.275,3.312,44,11.996,11.996,12.081,12.081,12.134,12.134,0.799,0.799
10,25,54,41,0,0,3.272,3.313,43,12.006,12.006,12.083,12.083,12.125,12.125,0.799,0.799
11,25,54,41,0,0,3.273,3.311,45,11.997,11.997,12.074,12.074,12.141,12.141,0.799,0.799
12,25,54,41,0,0,3.276,3.311,46,11.998,11.998,12.083,12.083,12.131,12.131,0.793,0.793
13,25,54,41,0,0,3.276,3.311,62,11.998,11.998,12.083,12.083,12.131,12.131,0.799,0.799
14,25,54,41,0,0,3.275,3.312,54,11.992,11.992,12.085,12.085,12.133,12.133,0.798,0.798
15,25,54,41,0,0,3.271,3.313,52,12.000,12.000,12.087,12.087,12.117,12.117,0.800,0.800
16,25,54,41,0,0,3.271,3.313,52,12.000,12.000,12.087,12.087,12.117,12.117,0.802,0.802
17,25,54,41,0,0,3.274,3.314,54,11.997,11.997,12.081,12.081,12.123,12.123,0.798,0.798
18,25,54,41,0,0,3.274,3.313,54,11.999,11.999,12.083,12.083,12.127,12.127,0.798,0.798
19,25,54,41,0,0,3.275,3.313,54,11.999,11.999,12.081,12.081,12.130,12.130,0.800,0.800
20,25,54,41,0,0,3.275,3.313,49,11.999,11.999,12.081,12.081,12.130,12.130,0.800,0.800
21,25,54,41,0,0,3.270,3.313,49,11.993,11.993,12.093,12.093,12.137,12.137,0.800,0.800
22,25,54,41,0,0,3.270,3.311,54,11.998,11.998,12.079,12.079,12.132,12.132,0.799,0.799
23,25,54,41,0,0,3.270,3.311,54,11.998,11.998,12.079,12.079,12.132,12.132,0.800,0.800
24,25,54,41,0,0,3.273,3.314,55,11.993,11.993,12.080,12.080,12.130,12.130,0.799,0.799
25,25,54,41,0,0,3.273,3.313,52,11.999,11.999,12.075,12.075,12.131,12.131,0.803,0.803
26,25,54,42,0,0,3.271,3.312,52,11.997,11.997,12.078,12.078,12.130,12.130,0.792,0.792
