,Temp-PCB (C)_value,Temp-device (C)_value,Temp-vccint (C)_value,Temp-cage_temp_0 (C)_value,Temp-cage_temp_1 (C)_value,3v3_pex (V)_value,3v3_aux (V)_value,Power (Watts)_value,12v_pex (V)_value,12v_pex (A)_value,12v_aux_0 (V)_value,12v_aux_0 (A)_value,12v_aux_1 (V)_value,12v_aux_1 (A)_value,vccint (V)_value,vccint (A)_value
0,23,52,40,0,0,3.275,3.310,47,11.995,11.995,12.083,12.083,12.122,12.122,0.799,0.799
1,23,52,40,0,0,3.273,3.311,48,11.997,11.997,12.077,12.077,12.132,12.132,0.799,0.799
2,23,52,40,0,0,3.270,3.311,50,12.000,12.000,12.078,12.078,12.128,12.128,0.799,0.799
3,23,52,40,0,0,3.273,3.311,50,11.998,11.998,12.089,12.089,12.132,12.132,0.799,0.799
4,23,52,40,0,0,3.273,3.311,50,11.998,11.998,12.089,12.089,12.132,12.132,0.798,0.798
5,23,52,40,0,0,3.270,3.312,51,12.003,12.003,12.077,12.077,12.130,12.130,0.798,0.798
6,23,52,40,0,0,3.272,3.312,47,12.002,12.002,12.084,12.084,12.132,12.132,0.798,0.798
7,23,52,40,0,0,3.272,3.312,47,12.002,12.002,12.084,12.084,12.132,12.132,0.798,0.798
8,23,52,40,0,0,3.272,3.311,52,11.998,11.998,12.093,12.093,12.134,12.134,0.798,0.798
9,23,52,40,0,0,3.273,3.311,52,12.001,12.001,12.084,12.084,12.129,12.129,0.799,0.799
10,23,52,40,0,0,3.276,3.312,52,12.001,12.001,12.091,12.091,12.132,12.132,0.799,0.799
11,23,52,40,0,0,3.276,3.312,49,12.001,12.001,12.091,12.091,12.132,12.132,0.799,0.799
12,23,52,40,0,0,3.271,3.312,53,12.000,12.000,12.089,12.089,12.132,12.132,0.799,0.799
13,23,52,40,0,0,3.270,3.314,53,11.960,11.960,12.038,12.038,12.084,12.084,0.789,0.789
14,23,52,40,0,0,3.270,3.314,84,11.960,11.960,12.038,12.038,12.084,12.084,0.794,0.794
15,23,52,40,0,0,3.270,3.312,79,11.960,11.960,12.045,12.045,12.091,12.091,0.802,0.802
16,23,52,40,0,0,3.273,3.313,83,11.952,11.952,12.034,12.034,12.085,12.085,0.789,0.789
17,23,52,41,0,0,3.273,3.313,83,11.952,11.952,12.034,12.034,12.085,12.085,0.796,0.796
18,23,52,41,0,0,3.274,3.312,81,11.957,11.957,12.035,12.035,12.089,12.089,0.806,0.806
19,23,52,41,0,0,3.269,3.314,79,11.947,11.947,12.035,12.035,12.076,12.076,0.801,0.801
20,23,52,41,0,0,3.277,3.312,79,11.952,11.952,12.046,12.046,12.090,12.090,0.798,0.798
21,23,52,41,0,0,3.277,3.312,79,11.952,11.952,12.046,12.046,12.090,12.090,0.797,0.797
22,23,52,41,0,0,3.270,3.312,80,11.959,11.959,12.043,12.043,12.084,12.084,0.785,0.785
23,23,52,41,0,0,3.275,3.314,79,11.954,11.954,12.014,12.014,12.073,12.073,0.792,0.792
24,23,52,41,0,0,3.275,3.314,79,11.954,11.954,12.014,12.014,12.073,12.073,0.812,0.812
25,23,52,41,0,0,3.271,3.311,82,11.949,11.949,12.030,12.030,12.085,12.085,0.797,0.797
26,23,52,41,0,0,3.275,3.314,84,11.960,11.960,12.038,12.038,12.084,12.084,0.807,0.807
27,23,52,41,0,0,3.275,3.314,84,11.960,11.960,12.038,12.038,12.084,12.084,0.798,0.798
28,23,52,41,0,0,3.274,3.312,80,11.949,11.949,12.050,12.050,12.092,12.092,0.808,0.808
29,23,52,41,0,0,3.274,3.315,83,11.954,11.954,12.040,12.040,12.088,12.088,0.790,0.790
30,23,52,41,0,0,3.274,3.312,83,11.947,11.947,12.023,12.023,12.101,12.101,0.797,0.797
31,23,52,41,0,0,3.274,3.312,84,11.947,11.947,12.023,12.023,12.101,12.101,0.810,0.810
32,23,52,41,0,0,3.274,3.314,80,11.948,11.948,12.028,12.028,12.083,12.083,0.792,0.792
33,23,52,41,0,0,3.271,3.314,85,11.943,11.943,12.021,12.021,12.088,12.088,0.796,0.796
34,23,52,41,0,0,3.271,3.314,85,11.943,11.943,12.021,12.021,12.088,12.088,0.800,0.800
