,Temp-PCB (C)_value,Temp-device (C)_value,Temp-vccint (C)_value,Temp-cage_temp_0 (C)_value,Temp-cage_temp_1 (C)_value,3v3_pex (V)_value,3v3_aux (V)_value,Power (Watts)_value,12v_pex (V)_value,12v_pex (A)_value,12v_aux_0 (V)_value,12v_aux_0 (A)_value,12v_aux_1 (V)_value,12v_aux_1 (A)_value,vccint (V)_value,vccint (A)_value
0,23,52,40,0,0,3.271,3.312,46,11.995,11.995,12.089,12.089,12.134,12.134,0.799,0.799
1,23,52,40,0,0,3.272,3.313,48,12.002,12.002,12.086,12.086,12.131,12.131,0.799,0.799
2,23,52,40,0,0,3.271,3.311,46,12.001,12.001,12.086,12.086,12.132,12.132,0.799,0.799
3,23,52,40,0,0,3.273,3.312,46,12.001,12.001,12.090,12.090,12.131,12.131,0.798,0.798
4,23,52,40,0,0,3.273,3.312,46,12.001,12.001,12.090,12.090,12.131,12.131,0.799,0.799
5,23,52,40,0,0,3.274,3.312,49,12.000,12.000,12.088,12.088,12.125,12.125,0.799,0.799
6,23,52,40,0,0,3.274,3.311,47,12.005,12.005,12.084,12.084,12.134,12.134,0.798,0.798
7,23,52,39,0,0,3.274,3.311,47,12.002,12.002,12.092,12.092,12.132,12.132,0.798,0.798
8,23,52,39,0,0,3.274,3.311,47,12.002,12.002,12.092,12.092,12.132,12.132,0.798,0.798
9,23,52,39,0,0,3.272,3.311,47,12.002,12.002,12.089,12.089,12.126,12.126,0.799,0.799
10,23,52,39,0,0,3.273,3.312,46,12.004,12.004,12.093,12.093,12.133,12.133,0.799,0.799
11,23,52,39,0,0,3.273,3.312,47,12.004,12.004,12.093,12.093,12.133,12.133,0.798,0.798
12,23,52,39,0,0,3.274,3.312,47,11.998,11.998,12.087,12.087,12.131,12.131,0.799,0.799
13,23,52,40,0,0,3.273,3.313,71,11.977,11.977,12.058,12.058,12.132,12.132,0.797,0.797
14,23,52,40,0,0,3.274,3.313,43,11.983,11.983,12.068,12.068,12.112,12.112,0.799,0.799
15,23,52,40,0,0,3.274,3.313,43,11.983,11.983,12.068,12.068,12.112,12.112,0.795,0.795
16,23,52,40,0,0,3.273,3.312,78,11.981,11.981,12.064,12.064,12.111,12.111,0.804,0.804
17,23,52,40,0,0,3.276,3.311,54,11.976,11.976,12.063,12.063,12.116,12.116,0.802,0.802
18,23,52,40,0,0,3.273,3.312,54,11.982,11.982,12.066,12.066,12.119,12.119,0.797,0.797
19,23,52,40,0,0,3.273,3.312,52,11.982,11.982,12.066,12.066,12.119,12.119,0.799,0.799
20,23,52,40,0,0,3.277,3.313,79,11.978,11.978,12.059,12.059,12.100,12.100,0.796,0.796
21,23,52,40,0,0,3.275,3.313,68,11.970,11.970,12.042,12.042,12.104,12.104,0.796,0.796
22,23,52,40,0,0,3.275,3.313,68,11.970,11.970,12.042,12.042,12.104,12.104,0.794,0.794
23,23,52,40,0,0,3.272,3.312,75,11.976,11.976,12.060,12.060,12.117,12.117,0.806,0.806
24,23,52,40,0,0,3.274,3.312,79,11.978,11.978,12.068,12.068,12.110,12.110,0.799,0.799
25,23,52,40,0,0,3.273,3.312,79,11.961,11.961,12.045,12.045,12.096,12.096,0.795,0.795
26,23,52,40,0,0,3.273,3.312,69,11.961,11.961,12.045,12.045,12.096,12.096,0.799,0.799
27,23,52,40,0,0,3.277,3.313,54,11.983,11.983,12.060,12.060,12.116,12.116,0.803,0.803
28,23,52,40,0,0,3.274,3.312,54,11.980,11.980,12.056,12.056,12.100,12.100,0.799,0.799
29,23,52,40,0,0,3.274,3.312,54,11.980,11.980,12.056,12.056,12.100,12.100,0.796,0.796
30,23,52,40,0,0,3.274,3.313,76,11.972,11.972,12.049,12.049,12.099,12.099,0.793,0.793
31,23,52,40,0,0,3.272,3.313,48,11.976,11.976,12.054,12.054,12.118,12.118,0.799,0.799
32,23,52,40,0,0,3.272,3.313,48,11.976,11.976,12.054,12.054,12.118,12.118,0.795,0.795
33,23,52,40,0,0,3.271,3.312,72,11.975,11.975,12.061,12.061,12.111,12.111,0.796,0.796
34,23,52,40,0,0,3.277,3.313,64,11.982,11.982,12.057,12.057,12.113,12.113,0.798,0.798
35,23,52,40,0,0,3.272,3.313,64,11.969,11.969,12.049,12.049,12.105,12.105,0.796,0.796
36,23,52,41,0,0,3.272,3.313,64,11.969,11.969,12.049,12.049,12.105,12.105,0.813,0.813
37,23,52,41,0,0,3.273,3.312,48,11.982,11.982,12.068,12.068,12.115,12.115,0.809,0.809
38,23,52,41,0,0,3.270,3.311,73,11.973,11.973,12.062,12.062,12.104,12.104,0.806,0.806
39,23,52,41,0,0,3.270,3.311,73,11.973,11.973,12.062,12.062,12.104,12.104,0.798,0.798
